locus	probe
55	chr13:111563117:111566257:clu_136666_
55	chr13:111563117:111566668:clu_136666_
55	chr13:111563117:111567072:clu_136666_
55	chr13:111564118:111566257:clu_136666_
55	chr13:111806338:111857636:clu_64796_
55	ENSG00000102606.18
55	chr13:111862349:111870026:clu_64796_
55	chr13:111885640:111896219:clu_64797_
55	chr13:111893683:111896219:clu_64797_
55	chr13:111930020:111932619:clu_64798_
55	chr13:111930020:111932885:clu_64798_
55	chr13:111932697:111932885:clu_64798_
55	chr13:111978611:111980530:clu_64800_
55	chr13:111978790:111980530:clu_64800_
55	ENSG00000153495.11
55	chr13:111995278:111996436:clu_64819_
55	chr13:112726791:112742360:clu_64828_
55	chr13:112728912:112742360:clu_64828_
55	chr13:112742574:112752630:clu_64828_
55	chr13:113532617:113536130:clu_64929_
55	chr13:113634072:113669077:clu_64916_
56	chr18:20957635:20964954:clu_159533_
56	chr18:20979611:21001331:clu_159533_
56	ENSG00000141452.10
56	chr18:21086606:21113319:clu_159561_
56	chr18:21119434:21119775:clu_159574_
56	chr18:21723223:21735665:clu_23994_
56	ENSG00000154040.21
56	chr18:21723377:21739436:clu_23994_
56	chr18:21759799:21776089:clu_159606_
56	chr18:21819346:21848587:clu_159607_
56	chr18:21819346:21850601:clu_159607_
56	chr18:21819346:21851586:clu_159607_
56	ENSG00000141447.18
56	chr18:21938475:21946856:clu_159631_
56	chr18:21957499:21977537:clu_159632_
56	ENSG00000154059.11
56	ENSG00000287611.1
56	ENSG00000266489.3
56	chr18:22285944:22286743:clu_24047_
56	chr18:22285944:22296696:clu_24047_
56	chr18:22285944:22306639:clu_24047_
56	chr18:22286866:22306639:clu_24047_
56	chr18:22306721:22308295:clu_24047_
56	chr18:22285944:22341304:clu_24047_
56	chr18:22306721:22324764:clu_24047_
56	chr18:22306721:22341304:clu_24047_
56	chr18:22305968:22346445:clu_24047_
56	chr18:22306725:22346445:clu_24047_
56	chr18:22341340:22342925:clu_24047_
56	chr18:22341340:22346445:clu_24047_
56	chr18:22343109:22346445:clu_24047_
56	chr18:22346698:22363882:clu_24047_
56	chr18:22306721:22489752:clu_24047_
56	chr18:22306721:22507802:clu_24047_
56	chr18:22346698:22489752:clu_24047_
56	chr18:22490046:22507802:clu_24047_
56	chr18:22490046:22515946:clu_24047_
56	chr18:22509036:22515946:clu_24047_
56	chr18:22775208:22804000:clu_159651_
56	chr18:22804079:22804309:clu_159651_
56	ENSG00000141380.14
56	chr18:23658124:23662327:clu_159665_
56	chr18:23658124:23667465:clu_159665_
57	ENSG00000134042.14
57	chr18:50677539:50683726:clu_24731_
57	chr18:51796069:51797730:clu_24745_
57	chr18:51796031:51800296:clu_24745_
57	chr18:51798612:51800296:clu_24745_
57	chr18:51809385:51809689:clu_24748_
57	chr18:51809385:51810113:clu_24748_
57	chr18:51809385:51810292:clu_24748_
57	chr18:51810185:51810292:clu_24748_
57	chr18:51813781:51818203:clu_24750_
57	ENSG00000101751.11
57	chr18:51863621:51884162:clu_160337_
57	chr18:51878931:51880424:clu_160337_
57	chr18:51882220:51882731:clu_160337_
57	ENSG00000166845.15
57	chr18:52385372:52495327:clu_24765_
57	chr18:52385372:52544798:clu_24765_
57	chr18:52495931:52544798:clu_24765_
58	chr20:20037440:20051498:clu_49020_
58	chr20:20071620:20079299:clu_49023_
58	chr20:20088415:20100850:clu_49024_
58	chr20:20150104:20152425:clu_49025_
58	chr20:20180546:20205933:clu_49028_
58	chr20:20373897:20377339:clu_155605_
58	ENSG00000088970.16
58	ENSG00000279082.4
59	chr20:20037440:20051498:clu_49020_
59	chr20:20071620:20079299:clu_49023_
59	chr20:20088415:20100850:clu_49024_
59	chr20:20150104:20152425:clu_49025_
59	ENSG00000088970.16
59	ENSG00000279082.4
6	chr1:95448862:95492685:clu_213542_
6	ENSG00000226026.6
6	ENSG00000122481.17
6	chr1:95972542:95979707:clu_105199_
6	chr1:95975832:95979707:clu_105199_
6	chr1:95976312:95979707:clu_105199_
6	chr1:95976564:95979707:clu_105199_
6	chr1:95976995:95979707:clu_105199_
6	chr1:95978178:95979707:clu_105199_
6	chr1:95975918:96004138:clu_105199_
6	ENSG00000117569.19
6	chr1:97272008:97272422:clu_105225_
60	chr20:20037440:20051498:clu_49020_
60	chr20:20088415:20100850:clu_49024_
60	chr20:20150104:20152425:clu_49025_
60	ENSG00000088970.16
60	ENSG00000279082.4
61	ENSG00000230387.4
61	chr20:23343487:23345000:clu_49078_
61	chr20:23343954:23345000:clu_49078_
61	chr20:23375636:23375776:clu_155653_
61	ENSG00000125814.17
61	chr20:23375636:23383630:clu_155653_
61	chr20:23375822:23383630:clu_155653_
61	chr20:23377819:23383630:clu_155653_
61	chr20:23377825:23383630:clu_155653_
61	chr20:23383709:23401230:clu_155654_
61	ENSG00000101439.9
61	chr20:23616004:23616117:clu_155666_
61	chr20:23616004:23618257:clu_155666_
61	ENSG00000286117.2
61	chr20:24045145:24046360:clu_49095_
61	chr20:24045145:24059437:clu_49095_
61	chr20:24045145:24142605:clu_49095_
61	ENSG00000230133.2
61	chr20:24114285:24142605:clu_49095_
61	chr20:24142769:24200259:clu_49095_
61	chr20:24180470:24191985:clu_49095_
61	chr20:24182887:24200259:clu_49095_
61	chr20:24488687:24523656:clu_49104_
61	chr20:24565629:24601129:clu_49105_
61	chr20:24643704:24645982:clu_49105_
61	ENSG00000154930.15
61	ENSG00000100987.15
61	ENSG00000230725.6
61	chr20:25188033:25190485:clu_49129_
61	chr20:25275666:25282855:clu_155744_
61	chr20:25281520:25282855:clu_155744_
61	chr20:25281520:25284186:clu_155744_
61	chr20:25282982:25284186:clu_155744_
61	ENSG00000100997.20
61	chr20:25388531:25405847:clu_49164_
61	chr20:25397838:25405847:clu_49164_
61	chr20:25388531:25422338:clu_49164_
61	chr20:25436422:25436607:clu_155771_
61	chr20:25439991:25442158:clu_155776_
61	chr20:25450731:25456679:clu_155777_
61	chr20:25457725:25458831:clu_155777_
61	chr20:25478982:25481530:clu_155782_
61	chr20:25487524:25491310:clu_155785_
61	ENSG00000101004.15
61	chr20:25620486:25626167:clu_49174_
61	chr20:25626284:25627779:clu_49174_
61	chr20:25626284:25657572:clu_49174_
61	chr20:25626284:25669336:clu_49174_
61	chr20:25626284:25669339:clu_49174_
61	chr20:25662576:25663733:clu_49174_
61	chr20:25663859:25669336:clu_49174_
61	ENSG00000175170.16
7	chr1:95448862:95492685:clu_213542_
7	ENSG00000226026.6
7	ENSG00000122481.17
7	chr1:95972542:95979707:clu_105199_
7	chr1:95975832:95979707:clu_105199_
7	chr1:95976312:95979707:clu_105199_
7	chr1:95976564:95979707:clu_105199_
7	chr1:95976995:95979707:clu_105199_
7	chr1:95978178:95979707:clu_105199_
7	chr1:95975918:96004138:clu_105199_
7	ENSG00000117569.19
7	chr1:97272008:97272422:clu_105225_
8	chr1:98293752:98386440:clu_213593_
8	chr1:99155689:99156631:clu_105254_
8	chr1:99170408:99203793:clu_105256_
8	chr1:99422297:99469991:clu_213611_
8	chr1:99456828:99469991:clu_213611_
8	chr1:100638926:100643674:clu_213650_
8	chr1:100714641:100715326:clu_213657_
9	chr1:161276254:161276579:clu_216641_
9	ENSG00000198929.13
9	chr1:162437233:162457935:clu_216702_
9	chr1:162766467:162767592:clu_108545_
9	chr1:162766467:162767618:clu_108545_
9	chr1:162767377:162767592:clu_108545_
9	chr1:162767377:162767618:clu_108545_
9	chr1:162769727:162773221:clu_108546_
9	ENSG00000132196.15
9	chr1:162772739:162773221:clu_108546_
9	chr1:162774113:162775184:clu_108548_
9	chr1:162774113:162782088:clu_108548_
9	chr1:162775282:162782088:clu_108548_
9	chr1:162776080:162782088:clu_108548_
9	ENSG00000185860.13
9	chr1:163038942:163039018:clu_108551_
9	ENSG00000117152.14
9	ENSG00000143248.13
9	ENSG00000232995.7
